,time,open,high,low,close,tick_volume,spread,real_volume,BASE_SMA,SML_SMA,detection_time,pivot_time,pivot_value,pivot_type,sml_detection_time,sml_pivot_time,sml_pivot_value,sml_pivot_type
63,2025-02-17 01:03:00+00:00,152.294,152.298,152.278,152.29,43.0,2.0,0.0,152.2499,152.2995,,,,,2025-02-17 01:04:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0
64,2025-02-17 01:04:00+00:00,152.29,152.291,152.284,152.285,19.0,1.0,0.0,152.25275,152.29299999999998,,,,,2025-02-17 01:04:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0
65,2025-02-17 01:05:00+00:00,152.285,152.297,152.274,152.295,30.0,1.0,0.0,152.25605,152.291,,,,,2025-02-17 01:04:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0
66,2025-02-17 01:06:00+00:00,152.295,152.296,152.282,152.286,20.0,1.0,0.0,152.2592,152.289,,,,,,,,
67,2025-02-17 01:07:00+00:00,152.286,152.29,152.285,152.287,19.0,1.0,0.0,152.26245,152.28825,,,,,,,,
68,2025-02-17 01:08:00+00:00,152.287,152.301,152.282,152.295,22.0,2.0,0.0,152.2661,152.29075,,,,,,,,
69,2025-02-17 01:09:00+00:00,152.295,152.297,152.272,152.279,35.0,1.0,0.0,152.26895,152.28674999999998,,,,,,,,
70,2025-02-17 01:10:00+00:00,152.279,152.279,152.267,152.269,27.0,1.0,0.0,152.2703,152.2825,,,,,,,,
71,2025-02-17 01:11:00+00:00,152.269,152.275,152.259,152.263,75.0,1.0,0.0,152.27129999999997,152.2765,,,,,,,,
72,2025-02-17 01:12:00+00:00,152.263,152.264,152.258,152.26,36.0,1.0,0.0,152.27205,152.26775,,,,,,,,
73,2025-02-17 01:13:00+00:00,152.26,152.26,152.254,152.255,23.0,2.0,0.0,152.2725,152.26175,,,,,,,,
74,2025-02-17 01:14:00+00:00,152.255,152.264,152.255,152.262,57.0,2.0,0.0,152.2733,152.26,,,,,,,,
75,2025-02-17 01:15:00+00:00,152.262,152.262,152.241,152.244,28.0,1.0,0.0,152.27320000000003,152.25525,,,,,,,,
76,2025-02-17 01:16:00+00:00,152.244,152.25,152.242,152.244,53.0,1.0,0.0,152.27305,152.25125,,,,,,,,
77,2025-02-17 01:17:00+00:00,152.244,152.245,152.233,152.236,72.0,1.0,0.0,152.2725,152.2465,,,,,,,,
78,2025-02-17 01:18:00+00:00,152.236,152.236,152.217,152.221,40.0,1.0,0.0,152.27125,152.23624999999998,,,,,,,,
79,2025-02-17 01:19:00+00:00,152.22,152.222,152.209,152.212,55.0,1.0,0.0,152.26955,152.22825,,,,,,,,
80,2025-02-17 01:20:00+00:00,152.212,152.239,152.179,152.234,127.0,2.0,0.0,152.26570000000004,152.22575,2025-02-17 01:21:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0,,,,
81,2025-02-17 01:21:00+00:00,152.234,152.239,152.233,152.236,104.0,1.0,0.0,152.26235000000003,152.22575,2025-02-17 01:21:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0,2025-02-17 01:22:00+00:00,2025-02-17 01:20:00+00:00,152.179,0.0
82,2025-02-17 01:22:00+00:00,152.236,152.263,152.236,152.262,98.0,1.0,0.0,152.26075,152.236,2025-02-17 01:21:00+00:00,2025-02-17 01:01:00+00:00,152.328,1.0,2025-02-17 01:22:00+00:00,2025-02-17 01:20:00+00:00,152.179,0.0
83,2025-02-17 01:23:00+00:00,152.262,152.268,152.261,152.265,43.0,1.0,0.0,152.2595,152.24925000000002,,,,,2025-02-17 01:22:00+00:00,2025-02-17 01:20:00+00:00,152.179,0.0
84,2025-02-17 01:24:00+00:00,152.265,152.267,152.253,152.267,25.0,1.0,0.0,152.2586,152.2575,,,,,,,,
85,2025-02-17 01:25:00+00:00,152.267,152.295,152.265,152.292,65.0,1.0,0.0,152.25844999999998,152.2715,,,,,,,,
86,2025-02-17 01:26:00+00:00,152.292,152.296,152.29,152.29,34.0,1.0,0.0,152.25865,152.27849999999998,,,,,,,,
87,2025-02-17 01:27:00+00:00,152.29,152.295,152.289,152.294,19.0,2.0,0.0,152.259,152.28574999999998,,,,,,,,
88,2025-02-17 01:28:00+00:00,152.294,152.307,152.292,152.306,69.0,2.0,0.0,152.25955,152.2955,,,,,,,,
89,2025-02-17 01:29:00+00:00,152.306,152.306,152.296,152.299,42.0,1.0,0.0,152.26055,152.29725,,,,,,,,
90,2025-02-17 01:30:00+00:00,152.299,152.31,152.296,152.309,45.0,1.0,0.0,152.26255,152.302,,,,,,,,
91,2025-02-17 01:31:00+00:00,152.309,152.337,152.308,152.314,49.0,1.0,0.0,152.2651,152.307,2025-02-17 01:32:00+00:00,2025-02-17 01:21:00+00:00,152.233,0.0,,,,
92,2025-02-17 01:32:00+00:00,152.314,152.362,152.312,152.361,91.0,3.0,0.0,152.27015000000003,152.32075,2025-02-17 01:32:00+00:00,2025-02-17 01:21:00+00:00,152.233,0.0,,,,
93,2025-02-17 01:33:00+00:00,152.361,152.366,152.348,152.348,74.0,1.0,0.0,152.27480000000003,152.333,2025-02-17 01:32:00+00:00,2025-02-17 01:21:00+00:00,152.233,0.0,,,,
94,2025-02-17 01:34:00+00:00,152.348,152.366,152.348,152.36,34.0,1.0,0.0,152.27970000000002,152.34575,,,,,,,,
95,2025-02-17 01:35:00+00:00,152.361,152.384,152.361,152.379,62.0,1.0,0.0,152.28645,152.362,,,,,,,,
96,2025-02-17 01:36:00+00:00,152.379,152.38,152.36,152.363,43.0,1.0,0.0,152.29240000000001,152.3625,,,,,,,,
97,2025-02-17 01:37:00+00:00,152.363,152.365,152.344,152.349,63.0,1.0,0.0,152.29805000000002,152.36275,,,,,,,,
98,2025-02-17 01:38:00+00:00,152.345,152.365,152.338,152.365,69.0,1.0,0.0,152.30525,152.36399999999998,,,,,2025-02-17 01:39:00+00:00,2025-02-17 01:35:00+00:00,152.384,1.0
99,2025-02-17 01:39:00+00:00,152.365,152.369,152.346,152.349,38.0,1.0,0.0,152.3121,152.35649999999998,,,,,2025-02-17 01:39:00+00:00,2025-02-17 01:35:00+00:00,152.384,1.0
100,2025-02-17 01:40:00+00:00,152.349,152.365,152.348,152.349,32.0,1.0,0.0,152.31784999999996,152.353,,,,,2025-02-17 01:39:00+00:00,2025-02-17 01:35:00+00:00,152.384,1.0
101,2025-02-17 01:41:00+00:00,152.349,152.354,152.349,152.352,19.0,1.0,0.0,152.32365,152.35375,,,,,,,,
102,2025-02-17 01:42:00+00:00,152.352,152.358,152.347,152.348,39.0,1.0,0.0,152.32795,152.34949999999998,,,,,,,,
103,2025-02-17 01:43:00+00:00,152.348,152.348,152.338,152.343,45.0,2.0,0.0,152.33185,152.348,,,,,,,,
104,2025-02-17 01:44:00+00:00,152.343,152.346,152.32,152.337,53.0,1.0,0.0,152.33535,152.345,,,,,,,,
105,2025-02-17 01:45:00+00:00,152.337,152.343,152.333,152.341,44.0,1.0,0.0,152.33780000000002,152.34225,,,,,,,,
106,2025-02-17 01:46:00+00:00,152.341,152.346,152.329,152.342,51.0,1.0,0.0,152.34040000000002,152.34074999999999,,,,,,,,
107,2025-02-17 01:47:00+00:00,152.342,152.344,152.342,152.343,30.0,1.0,0.0,152.34285000000003,152.34074999999999,,,,,2025-02-17 01:48:00+00:00,2025-02-17 01:44:00+00:00,152.32,0.0
108,2025-02-17 01:48:00+00:00,152.349,152.39,152.332,152.374,135.0,3.0,0.0,152.34625,152.35,,,,,2025-02-17 01:48:00+00:00,2025-02-17 01:44:00+00:00,152.32,0.0
109,2025-02-17 01:49:00+00:00,152.374,152.377,152.329,152.343,65.0,2.0,0.0,152.34845,152.35049999999998,,,,,2025-02-17 01:48:00+00:00,2025-02-17 01:44:00+00:00,152.32,0.0
110,2025-02-17 01:50:00+00:00,152.343,152.378,152.115,152.119,209.0,3.0,0.0,152.33895,152.29475,,,,,2025-02-17 01:50:00+00:00,2025-02-17 01:48:00+00:00,152.39,1.0
111,2025-02-17 01:51:00+00:00,152.119,152.12,152.039,152.046,133.0,2.0,0.0,152.32555000000002,152.22050000000002,2025-02-17 01:52:00+00:00,2025-02-17 01:48:00+00:00,152.39,1.0,2025-02-17 01:50:00+00:00,2025-02-17 01:48:00+00:00,152.39,1.0
112,2025-02-17 01:52:00+00:00,152.046,152.157,152.044,152.136,80.0,2.0,0.0,152.31430000000003,152.161,2025-02-17 01:52:00+00:00,2025-02-17 01:48:00+00:00,152.39,1.0,,,,
113,2025-02-17 01:53:00+00:00,152.136,152.163,152.112,152.112,70.0,1.0,0.0,152.3025,152.10324999999997,2025-02-17 01:52:00+00:00,2025-02-17 01:48:00+00:00,152.39,1.0,,,,
114,2025-02-17 01:54:00+00:00,152.112,152.127,152.083,152.093,87.0,1.0,0.0,152.28915,152.09675,,,,,2025-02-17 01:55:00+00:00,2025-02-17 01:51:00+00:00,152.039,0.0
115,2025-02-17 01:55:00+00:00,152.093,152.107,152.082,152.084,78.0,1.0,0.0,152.27439999999999,152.10625,,,,,2025-02-17 01:55:00+00:00,2025-02-17 01:51:00+00:00,152.039,0.0
116,2025-02-17 01:56:00+00:00,152.084,152.106,152.052,152.055,98.0,2.0,0.0,152.25900000000001,152.086,,,,,2025-02-17 01:55:00+00:00,2025-02-17 01:51:00+00:00,152.039,0.0
117,2025-02-17 01:57:00+00:00,152.055,152.058,152.023,152.024,76.0,1.0,0.0,152.24275,152.06400000000002,,,,,2025-02-17 01:57:00+00:00,2025-02-17 01:55:00+00:00,152.107,1.0
118,2025-02-17 01:58:00+00:00,152.024,152.028,151.977,151.992,147.0,1.0,0.0,152.22410000000002,152.03875,,,,,2025-02-17 01:57:00+00:00,2025-02-17 01:55:00+00:00,152.107,1.0
119,2025-02-17 01:59:00+00:00,151.992,152.019,151.963,152.009,101.0,1.0,0.0,152.20710000000003,152.02,,,,,,,,
120,2025-02-17 02:00:00+00:00,152.009,152.029,151.969,151.996,139.0,1.0,0.0,152.18945,152.00525,,,,,,,,
121,2025-02-17 02:01:00+00:00,151.998,151.998,151.962,151.973,132.0,1.0,0.0,152.17049999999998,151.9925,,,,,,,,
122,2025-02-17 02:02:00+00:00,151.979,151.979,151.905,151.919,162.0,1.0,0.0,152.14904999999996,151.97425,,,,,,,,
123,2025-02-17 02:03:00+00:00,151.919,151.969,151.919,151.954,132.0,1.0,0.0,152.12959999999998,151.96050000000002,,,,,,,,
124,2025-02-17 02:04:00+00:00,151.954,151.983,151.951,151.982,117.0,1.0,0.0,152.11184999999998,151.95700000000002,,,,,2025-02-17 02:05:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0
125,2025-02-17 02:05:00+00:00,151.982,152.011,151.965,152.0,156.0,1.0,0.0,152.0948,151.96375,,,,,2025-02-17 02:05:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0
126,2025-02-17 02:06:00+00:00,152.0,152.028,151.96,151.96,85.0,1.0,0.0,152.0757,151.97400000000002,,,,,2025-02-17 02:05:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0
127,2025-02-17 02:07:00+00:00,151.96,152.008,151.96,151.99,110.0,1.0,0.0,152.05805,151.983,,,,,,,,
128,2025-02-17 02:08:00+00:00,151.99,152.017,151.962,151.974,93.0,1.0,0.0,152.03805000000003,151.981,,,,,2025-02-17 02:09:00+00:00,2025-02-17 02:06:00+00:00,152.028,1.0
129,2025-02-17 02:09:00+00:00,151.974,151.991,151.934,151.94,89.0,1.0,0.0,152.01790000000003,151.966,,,,,2025-02-17 02:09:00+00:00,2025-02-17 02:06:00+00:00,152.028,1.0
130,2025-02-17 02:10:00+00:00,151.94,151.984,151.907,151.977,117.0,1.0,0.0,152.01080000000002,151.97025,,,,,2025-02-17 02:09:00+00:00,2025-02-17 02:06:00+00:00,152.028,1.0
131,2025-02-17 02:11:00+00:00,151.977,152.045,151.966,152.03,114.0,1.0,0.0,152.01000000000002,151.98024999999998,,,,,2025-02-17 02:11:00+00:00,2025-02-17 02:10:00+00:00,151.907,0.0
132,2025-02-17 02:12:00+00:00,152.032,152.043,152.019,152.041,99.0,1.0,0.0,152.00525,151.997,,,,,2025-02-17 02:11:00+00:00,2025-02-17 02:10:00+00:00,151.907,0.0
133,2025-02-17 02:13:00+00:00,152.041,152.058,152.019,152.044,103.0,1.0,0.0,152.00185000000002,152.023,,,,,,,,
134,2025-02-17 02:14:00+00:00,152.045,152.045,152.003,152.022,130.0,1.0,0.0,151.9983,152.03425,,,,,,,,
135,2025-02-17 02:15:00+00:00,152.02,152.034,151.991,152.029,159.0,1.0,0.0,151.99555,152.034,,,,,,,,
136,2025-02-17 02:16:00+00:00,152.029,152.071,152.028,152.042,161.0,1.0,0.0,151.99490000000003,152.03425000000001,,,,,,,,
137,2025-02-17 02:17:00+00:00,152.042,152.091,152.041,152.082,142.0,1.0,0.0,151.9978,152.04375,,,,,,,,
138,2025-02-17 02:18:00+00:00,152.081,152.095,152.063,152.081,123.0,1.0,0.0,152.00225,152.0585,2025-02-17 02:19:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0,,,,
139,2025-02-17 02:19:00+00:00,152.081,152.113,152.079,152.111,112.0,1.0,0.0,152.00734999999997,152.079,2025-02-17 02:19:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0,,,,
140,2025-02-17 02:20:00+00:00,152.111,152.112,152.081,152.087,119.0,1.0,0.0,152.0119,152.09025,2025-02-17 02:19:00+00:00,2025-02-17 02:02:00+00:00,151.905,0.0,,,,
141,2025-02-17 02:21:00+00:00,152.087,152.1,152.082,152.086,78.0,1.0,0.0,152.01755,152.09125,,,,,,,,
142,2025-02-17 02:22:00+00:00,152.087,152.094,152.06,152.082,99.0,1.0,0.0,152.0257,152.0915,,,,,2025-02-17 02:23:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0
143,2025-02-17 02:23:00+00:00,152.082,152.093,152.069,152.082,107.0,1.0,0.0,152.03209999999999,152.08425,,,,,2025-02-17 02:23:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0
144,2025-02-17 02:24:00+00:00,152.083,152.084,152.055,152.065,65.0,1.0,0.0,152.03625,152.07875,,,,,2025-02-17 02:23:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0
145,2025-02-17 02:25:00+00:00,152.065,152.067,152.041,152.043,84.0,1.0,0.0,152.0384,152.06799999999998,,,,,,,,
146,2025-02-17 02:26:00+00:00,152.043,152.049,152.026,152.045,90.0,1.0,0.0,152.04264999999998,152.05875,,,,,,,,
147,2025-02-17 02:27:00+00:00,152.045,152.049,152.023,152.041,83.0,1.0,0.0,152.0452,152.0485,,,,,,,,
148,2025-02-17 02:28:00+00:00,152.041,152.093,152.028,152.057,85.0,1.0,0.0,152.04934999999998,152.04649999999998,,,,,,,,
149,2025-02-17 02:29:00+00:00,152.063,152.063,152.009,152.011,105.0,1.0,0.0,152.0529,152.0385,,,,,,,,
150,2025-02-17 02:30:00+00:00,152.011,152.047,151.995,152.023,142.0,1.0,0.0,152.05519999999999,152.033,,,,,,,,
151,2025-02-17 02:31:00+00:00,152.026,152.032,151.992,152.027,138.0,1.0,0.0,152.05505,152.02949999999998,,,,,,,,
152,2025-02-17 02:32:00+00:00,152.027,152.027,151.96,151.967,77.0,1.0,0.0,152.05135,152.007,,,,,,,,
153,2025-02-17 02:33:00+00:00,151.967,151.981,151.935,151.98,112.0,1.0,0.0,152.04815,151.99925,2025-02-17 02:34:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0,,,,
154,2025-02-17 02:34:00+00:00,151.98,151.998,151.957,151.974,85.0,1.0,0.0,152.04575000000003,151.98700000000002,2025-02-17 02:34:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0,,,,
155,2025-02-17 02:35:00+00:00,151.974,152.027,151.973,151.974,120.0,1.0,0.0,152.043,151.97375,2025-02-17 02:34:00+00:00,2025-02-17 02:19:00+00:00,152.113,1.0,,,,
156,2025-02-17 02:36:00+00:00,151.974,151.982,151.932,151.938,100.0,1.0,0.0,152.03780000000003,151.9665,,,,,,,,
157,2025-02-17 02:37:00+00:00,151.938,151.941,151.905,151.929,69.0,1.0,0.0,152.03015000000002,151.95374999999999,,,,,,,,
158,2025-02-17 02:38:00+00:00,151.929,151.931,151.881,151.885,107.0,1.0,0.0,152.02035,151.9315,,,,,,,,
159,2025-02-17 02:39:00+00:00,151.885,151.895,151.878,151.892,105.0,1.0,0.0,152.0094,151.911,,,,,,,,
160,2025-02-17 02:40:00+00:00,151.892,151.897,151.87,151.886,91.0,1.0,0.0,151.99935000000002,151.898,,,,,,,,
161,2025-02-17 02:41:00+00:00,151.887,151.922,151.887,151.9,89.0,1.0,0.0,151.99005000000002,151.89075,,,,,,,,
162,2025-02-17 02:42:00+00:00,151.9,151.91,151.889,151.889,110.0,1.0,0.0,151.9804,151.89175,,,,,2025-02-17 02:43:00+00:00,2025-02-17 02:40:00+00:00,151.87,0.0
163,2025-02-17 02:43:00+00:00,151.888,151.913,151.873,151.906,87.0,1.0,0.0,151.9716,151.89525,,,,,2025-02-17 02:43:00+00:00,2025-02-17 02:40:00+00:00,151.87,0.0
